Energy,X,Y,Z,Normal_X,Normal_Y,Normal_Z,Wavelength,Flux
1.000000,0.418499,0.056413,-0.040047,0.159025,-0.000003,0.987275,550.000000,363.302876
1.000000,0.091566,0.076328,-0.001891,0.072604,-0.000013,0.997361,550.000000,444.846697
1.000000,0.074457,0.010806,-0.000685,0.068079,-0.000014,0.997680,550.000000,449.009247
1.000000,-0.000237,0.035318,-0.000410,0.048388,-0.000016,0.998829,550.000000,467.002813
1.000000,0.013768,0.040193,0.002967,0.052038,-0.000016,0.998645,550.000000,463.682590
1.000000,0.194989,0.052331,-0.010848,0.099942,-0.000010,0.994993,550.000000,419.471517
1.000000,0.490392,0.056366,-0.052340,0.178029,-0.000000,0.984025,550.000000,344.844823
1.000000,0.428502,0.046414,-0.041672,0.161669,-0.000002,0.986845,550.000000,360.746454
1.000000,0.547363,0.033429,-0.063098,0.193088,0.000001,0.981181,550.000000,330.081424
1.000000,0.323377,0.091766,-0.025963,0.133881,-0.000006,0.990997,550.000000,387.429648
1.000000,0.748811,0.070319,-0.108486,0.246340,0.000008,0.969183,550.000000,276.883370
1.000000,0.472947,0.008654,-0.049226,0.173416,-0.000001,0.984849,550.000000,349.342965
1.000000,0.039038,0.073899,0.001566,0.058718,-0.000015,0.998275,550.000000,457.587553
1.000000,0.195112,0.052751,-0.010860,0.099975,-0.000010,0.994990,550.000000,419.440948
1.000000,0.923403,0.040431,-0.157345,0.292491,0.000014,0.956268,550.000000,229.494525
1.000000,0.596426,0.025379,-0.073091,0.206057,0.000003,0.978540,550.000000,317.268583
1.000000,0.788355,0.049664,-0.118764,0.256793,0.000009,0.966466,550.000000,266.256701
1.000000,0.751845,0.079713,-0.109258,0.247142,0.000008,0.968979,550.000000,276.069947
1.000000,0.478108,0.009890,-0.050138,0.174781,-0.000001,0.984607,550.000000,348.013807
